Project,Package,Module,Class,Smell,Method,Line no,File,Description
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_ignore_dictionary,344,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 10 used in test_ignore_dictionary.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_ignore_words_with_cases,375,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 3 used in test_ignore_words_with_cases.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_ignore_words_with_cases,376,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 4 used in test_ignore_words_with_cases.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_ignore_words_with_cases,380,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 3 used in test_ignore_words_with_cases.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_ignore_words_with_cases,381,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 3 used in test_ignore_words_with_cases.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_ignore_words_with_cases,382,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 4 used in test_ignore_words_with_cases.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_ignore_words_with_cases,383,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 4 used in test_ignore_words_with_cases.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_ignore_words_with_cases,385,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 2 used in test_ignore_words_with_cases.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_ignore_words_with_cases,386,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 2 used in test_ignore_words_with_cases.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_ignore_words_with_cases,387,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 2 used in test_ignore_words_with_cases.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_ignore_words_with_cases,388,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 2 used in test_ignore_words_with_cases.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_ignore_word_list,407,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 3 used in test_ignore_word_list.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_custom_regex,479,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 2 used in test_custom_regex.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_exclude_file,504,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 18 used in test_exclude_file.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_exclude_file,513,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 18 used in test_exclude_file.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_ignore,598,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 2 used in test_ignore.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_check_hidden,679,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 2 used in test_check_hidden.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_check_hidden,680,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 2 used in test_check_hidden.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_check_hidden,693,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 2 used in test_check_hidden.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_check_hidden,701,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 3 used in test_check_hidden.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_check_hidden,702,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 8 used in test_check_hidden.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_check_hidden,731,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 4 used in test_check_hidden.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_check_hidden,732,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 11 used in test_check_hidden.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_check_hidden,711,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 3 used in test_check_hidden.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_check_hidden,712,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 8 used in test_check_hidden.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_context,839,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 5 used in test_context.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_context,850,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 7 used in test_context.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_context,863,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 5 used in test_context.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_context,874,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 4 used in test_context.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_context,884,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 6 used in test_context.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_context,842,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 2 used in test_context.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_context,853,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 2 used in test_context.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_context,854,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 3 used in test_context.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_context,855,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 4 used in test_context.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_context,866,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 2 used in test_context.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_context,887,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 2 used in test_context.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_context,888,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 3 used in test_context.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_ignore_regex_option,936,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 2 used in test_ignore_regex_option.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_ignore_multiline_regex_option,969,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 4 used in test_ignore_multiline_regex_option.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_ignore_multiline_regex_option,976,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 2 used in test_ignore_multiline_regex_option.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_uri_ignore_words_list_option_uri,1040,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 2 used in test_uri_ignore_words_list_option_uri.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_uri_ignore_words_list_option_email,1105,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 2 used in test_uri_ignore_words_list_option_email.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_ill_formed_ini_config_file,1275,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 78 used in test_ill_formed_ini_config_file.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_config_toml,1297,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 3 used in test_config_toml.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_config_toml,1322,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 3 used in test_config_toml.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_config_toml,1322,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 11 used in test_config_toml.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_stdin,1397,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 4 used in test_stdin.
dataset,dataset.codespell.codespell_lib.tests,test_basic,,Magic number,test_stdin,1409,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/codespell/codespell_lib/tests/test_basic.py,Magic number 2 used in test_stdin.
dataset,dataset.maltrail.core,settings,,Complex method,_get_total_physmem,156 - 225,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,"Method '_get_total_physmem' has a cyclomatic complexity of 15, exceeding the max of 6."
dataset,dataset.maltrail.core,settings,,Complex method,read_config,227 - 379,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,"Method 'read_config' has a cyclomatic complexity of 56, exceeding the max of 6."
dataset,dataset.maltrail.core,settings,,Complex method,read_whitelist,381 - 414,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,"Method 'read_whitelist' has a cyclomatic complexity of 14, exceeding the max of 6."
dataset,dataset.maltrail.core,settings,,Complex method,add_ignorelist,417 - 427,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,"Method 'add_ignorelist' has a cyclomatic complexity of 7, exceeding the max of 6."
dataset,dataset.maltrail.core,settings,,Complex method,read_ua,438 - 462,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,"Method 'read_ua' has a cyclomatic complexity of 8, exceeding the max of 6."
dataset,dataset.maltrail.core,settings,,Empty catch block,_get_total_physmem,185,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Empty catch block found in _get_total_physmem.
dataset,dataset.maltrail.core,settings,,Empty catch block,_get_total_physmem,192,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Empty catch block found in _get_total_physmem.
dataset,dataset.maltrail.core,settings,,Empty catch block,_get_total_physmem,198,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Empty catch block found in _get_total_physmem.
dataset,dataset.maltrail.core,settings,,Empty catch block,_get_total_physmem,204,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Empty catch block found in _get_total_physmem.
dataset,dataset.maltrail.core,settings,,Empty catch block,_get_total_physmem,210,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Empty catch block found in _get_total_physmem.
dataset,dataset.maltrail.core,settings,,Empty catch block,_get_total_physmem,216,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Empty catch block found in _get_total_physmem.
dataset,dataset.maltrail.core,settings,,Empty catch block,_get_total_physmem,222,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Empty catch block found in _get_total_physmem.
dataset,dataset.maltrail.core,settings,,Empty catch block,read_config,296,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Empty catch block found in read_config.
dataset,dataset.maltrail.core,settings,,Long identifier,,56,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Identifier'NO_SUCH_NAME_PER_HOUR_THRESHOLD' exceeds the maximum length of 30 characters.
dataset,dataset.maltrail.core,settings,,Long identifier,,86,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Identifier'SUSPICIOUS_DIRECT_DOWNLOAD_EXTENSIONS' exceeds the maximum length of 30 characters.
dataset,dataset.maltrail.core,settings,,Long identifier,,87,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Identifier'WHITELIST_DIRECT_DOWNLOAD_KEYWORDS' exceeds the maximum length of 30 characters.
dataset,dataset.maltrail.core,settings,,Long identifier,,88,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Identifier'SUSPICIOUS_HTTP_REQUEST_REGEXES' exceeds the maximum length of 30 characters.
dataset,dataset.maltrail.core,settings,,Long identifier,,107,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Identifier'SUSPICIOUS_HTTP_REQUEST_PRE_CONDITION' exceeds the maximum length of 30 characters.
dataset,dataset.maltrail.core,settings,,Long identifier,,109,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Identifier'SUSPICIOUS_PROXY_PROBE_PRE_CONDITION' exceeds the maximum length of 30 characters.
dataset,dataset.maltrail.core,settings,,Long identifier,,110,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Identifier'SUSPICIOUS_HTTP_REQUEST_FORCE_ENCODE_CHARS' exceeds the maximum length of 30 characters.
dataset,dataset.maltrail.core,settings,,Long identifier,,120,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Identifier'WHITELIST_LONG_DOMAIN_NAME_KEYWORDS' exceeds the maximum length of 30 characters.
dataset,dataset.maltrail.core,settings,,Long identifier,,136,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Identifier'SUSPICIOUS_DOMAIN_LENGTH_THRESHOLD' exceeds the maximum length of 30 characters.
dataset,dataset.maltrail.core,settings,,Long identifier,,137,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Identifier'SUSPICIOUS_DOMAIN_CONSONANT_THRESHOLD' exceeds the maximum length of 30 characters.
dataset,dataset.maltrail.core,settings,,Long identifier,,138,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Identifier'SUSPICIOUS_DOMAIN_ENTROPY_THRESHOLD' exceeds the maximum length of 30 characters.
dataset,dataset.maltrail.core,settings,,Long method,read_config,227 - 379,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Method 'read_config' is too long (133 lines).
dataset,dataset.maltrail.core,settings,,Long statement,_get_total_physmem,203,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 145 chars in _get_total_physmem exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Long statement,_get_total_physmem,209,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 146 chars in _get_total_physmem exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Long statement,_get_total_physmem,215,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 124 chars in _get_total_physmem exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Long statement,_get_total_physmem,221,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 154 chars in _get_total_physmem exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Long statement,read_config,307,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 128 chars in read_config exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Long statement,read_config,332,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 177 chars in read_config exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Long statement,read_config,341,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 127 chars in read_config exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Long statement,read_config,344,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 139 chars in read_config exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Long statement,,3,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 136 chars in settings exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Long statement,,31,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 143 chars in settings exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Long statement,,47,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 136 chars in settings exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Long statement,,69,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 130 chars in settings exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Long statement,,74,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 131 chars in settings exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Long statement,,76,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 149 chars in settings exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Long statement,,83,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 169 chars in settings exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Long statement,,85,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 252 chars in settings exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Long statement,,86,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 167 chars in settings exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Long statement,,88,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 3135 chars in settings exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Long statement,,103,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 220 chars in settings exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Long statement,,108,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 285 chars in settings exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Long statement,,112,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 150 chars in settings exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Long statement,,113,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 368 chars in settings exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Long statement,,118,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 154 chars in settings exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Long statement,,119,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,A line with 122 chars in settings exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,settings,,Magic number,_get_total_physmem,184,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Magic number 1024 used in _get_total_physmem.
dataset,dataset.maltrail.core,settings,,Magic number,_get_total_physmem,209,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Magic number 1024 used in _get_total_physmem.
dataset,dataset.maltrail.core,settings,,Magic number,_get_total_physmem,221,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Magic number 1024 used in _get_total_physmem.
dataset,dataset.maltrail.core,settings,,Magic number,read_config,304,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Magic number 4 used in read_config.
dataset,dataset.maltrail.core,settings,,Magic number,read_config,355,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Magic number 1024 used in read_config.
dataset,dataset.maltrail.core,settings,,Magic number,read_config,360,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Magic number 100 used in read_config.
dataset,dataset.maltrail.core,settings,,Magic number,read_config,355,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Magic number 1024 used in read_config.
dataset,dataset.maltrail.core,settings,,Magic number,read_config,355,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Magic number 2 used in read_config.
dataset,dataset.maltrail.core,settings,,Magic number,read_config,355,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Magic number 1024 used in read_config.
dataset,dataset.maltrail.core,settings,,Magic number,read_config,355,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Magic number 3 used in read_config.
dataset,dataset.maltrail.core,settings,,Magic number,add_ignorelist,425,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/settings.py,Magic number 3 used in add_ignorelist.
dataset,dataset.maltrail.core,addr,,Long statement,,3,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/addr.py,A line with 136 chars in addr exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,addr,,Magic number,addr_to_int,14,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/addr.py,Magic number 8 used in addr_to_int.
dataset,dataset.maltrail.core,addr,,Magic number,addr_to_int,14,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/addr.py,Magic number 24 used in addr_to_int.
dataset,dataset.maltrail.core,addr,,Magic number,addr_to_int,14,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/addr.py,Magic number 16 used in addr_to_int.
dataset,dataset.maltrail.core,addr,,Magic number,make_mask,20,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/addr.py,Magic number 4294967295 used in make_mask.
dataset,dataset.maltrail.core,addr,,Magic number,make_mask,20,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/addr.py,Magic number 32 used in make_mask.
dataset,dataset.maltrail.core,addr,,Magic number,expand_range,44,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/addr.py,Magic number 32 used in expand_range.
dataset,dataset.maltrail.core,addr,,Magic number,expand_range,48,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/addr.py,Magic number 65536 used in expand_range.
dataset,dataset.maltrail.core,addr,,Magic number,expand_range,47,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/addr.py,Magic number 32 used in expand_range.
dataset,dataset.maltrail.core,colorized,ColorizedStream,Long lambda function,write,27,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/colorized.py,A Lambda with 148 chars in write exceeds the maximum length of 80 characters.
dataset,dataset.maltrail.core,colorized,ColorizedStream,Complex method,write,21 - 42,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/colorized.py,"Method 'write' has a cyclomatic complexity of 7, exceeding the max of 6."
dataset,dataset.maltrail.core,colorized,ColorizedStream,Long statement,write,24,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/colorized.py,A line with 136 chars in write exceeds the maximum length of 120 characters.
dataset,dataset.maltrail.core,colorized,ColorizedStream,Long statement,write,27,/home/luis-chaves/Área de trabalho/tcc/multi-agent-smell-detector/dataset/maltrail/core/colorized.py,A line with 194 chars in write exceeds the maximum length of 120 characters.
