Source,File,Method,Code_Smell,Line_no,Start_line,End_line,Details
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,_get_advantages,Magic number,128,,,Magic number 1e-8 found in '_get_advantages'. Define as EPSILON = 1e-8.
dataset,ff_mappo.py,_actor_loss_fn,Magic number,164,,,Magic number 1e-8 found in '_actor_loss_fn'. Define as EPSILON = 1e-8.
dataset,ff_mappo.py,_critic_loss_fn,Magic number,198,,,Magic number 0.5 found in '_critic_loss_fn'. Define as VALUE_LOSS_COEFFICIENT = 0.5.
dataset,ff_mappo.py,actor_optim,Magic number,361,,,Magic number 1e-5 found in 'actor_optim'. Define as ADAM_EPSILON = 1e-5.
dataset,ff_mappo.py,critic_optim,Magic number,365,,,Magic number 1e-5 found in 'critic_optim'. Define as ADAM_EPSILON = 1e-5.
dataset,ff_mappo.py,get_learner_fn,Long message chain,92,,,Message chain at line 92 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,ff_mappo.py,get_learner_fn,Long message chain,93,,,Message chain at line 93 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,_spellchecker.py,build_dict,Long message chain,62,,,Message chain at line 62 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,_spellchecker.py,build_dict,Long message chain,65,,,Message chain at line 65 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,_spellchecker.py,build_dict,Long message chain,66,,,Message chain at line 66 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,_codespell.py,parse_file,Complex method,,873,1084,Method 'parse_file' has cyclomatic complexity of 15 (threshold: 7). Extract nested conditions into separate methods.
dataset,_codespell.py,parse_file,Long method,,873,1070,Method 'parse_file' has 198 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,_codespell.py,main,Long method,,1117,1351,Method 'main' has 235 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,_codespell.py,open_with_internal,Complex conditional,269,,,Conditional at line 269 has 3 logical operators (threshold: 2). Extract into named boolean variables.
dataset,_codespell.py,parse_file,Complex conditional,992,,,Conditional at line 992 has 3 logical operators (threshold: 2). Extract into named boolean variables.
dataset,_codespell.py,parse_file,Long parameter list,873,,,Method 'parse_file' has 12 parameters (threshold: 4). Consider introducing a parameter object.
dataset,_codespell.py,ask_for_word_fix,Long parameter list,754,,,Method 'ask_for_word_fix' has 5 parameters (threshold: 4). Consider introducing a parameter object.
dataset,_codespell.py,apply_uri_ignore_words,Long parameter list,852,,,Method 'apply_uri_ignore_words' has 6 parameters (threshold: 4). Consider introducing a parameter object.
dataset,_codespell.py,file_level,Long statement,111,,,Line 111 has 150 characters (threshold: 120). Break into multiple lines.
dataset,_codespell.py,file_level,Long statement,448,,,Line 448 has 139 characters (threshold: 120). Break into multiple lines.
dataset,_codespell.py,file_level,Long statement,561,,,Line 561 has 125 characters (threshold: 120). Break into multiple lines.
dataset,_codespell.py,file_level,Long statement,596,,,Line 596 has 125 characters (threshold: 120). Break into multiple lines.
dataset,_codespell.py,file_level,Long statement,775,,,Line 775 has 121 characters (threshold: 120). Break into multiple lines.
dataset,_codespell.py,file_level,Long statement,1060,,,Line 1060 has 121 characters (threshold: 120). Break into multiple lines.
dataset,_codespell.py,file_level,Long statement,1066,,,Line 1066 has 121 characters (threshold: 120). Break into multiple lines.
